Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3327-4764-1100-81059,2018-08-05,1533495694,Charged,jackpotlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.24,0.65,3.89,,,,FR
GPA.3373-5815-7357-21997,2018-08-05,1533495743,Charged,j8y18lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,,,,PH
GPA.3377-7229-6164-05122,2018-08-05,1533495754,Charged,ND1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,LV
GPA.3380-4723-0908-34385,2018-08-05,1533495956,Charged,taimen,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,AVOCA,AR,72756,US
GPA.3386-8590-2885-12741,2018-08-05,1533495983,Charged,evert_n,Month Card Fund (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf1,PEN,31.99,0.00,31.99,Huancayo,EL TAMBO,,PE
GPA.3318-4099-5653-87870,2018-08-05,1533496133,Charged,OPPO72_14079,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Vung Tâu,,,VN
GPA.3365-0374-4995-00859,2018-08-05,1533496167,Charged,1716,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Salak Selatan,KUALA LUMPUR,57100,MY
GPA.3382-5705-1128-33530,2018-08-05,1533496346,Charged,RCT6513W87,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,UNINCORPORATED,SD,57363,US
GPA.3370-9400-8587-54562,2018-08-05,1533496439,Charged,HWANE,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BGN,1.74,0.35,2.09,,,,BG
GPA.3371-3380-6687-37695,2018-08-05,1533496726,Charged,mido,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,RUB,422.88,76.12,499.00,Зеленодольск,,422540,RU
GPA.3305-4610-3862-50941,2018-08-05,1533496793,Charged,SCV39,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,JPY,110.00,0.00,110.00,,,4430021,JP
GPA.3304-3564-2783-21071,2018-08-05,1533497219,Charged,taimen,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,AVOCA,AR,72756,US
GPA.3357-2991-1543-85187,2018-08-05,1533497542,Charged,judyln,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,USD,3.99,0.00,3.99,Wenatchee,WA,98801,US
GPA.3381-5739-9411-26463,2018-08-05,1533497573,Charged,dreamlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,PLN,26.82,6.17,32.99,,,,PL
GPA.3356-6225-0715-30951,2018-08-05,1533497641,Charged,HWMYA-L6737,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.94,0.00,0.94,Ormoc,LEYTE,,PH
GPA.3323-7339-2110-10613,2018-08-05,1533497673,Charged,dreamlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,PLN,13.81,3.18,16.99,,,,PL
GPA.3375-5804-6779-11883,2018-08-05,1533497774,Charged,vince,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",T,BÌNH ĐỊNH,,VN
GPA.3393-7464-6518-24259,2018-08-05,1533497790,Charged,marlin,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,USD,3.99,0.00,3.99,Anchorage,AK,99516,US
GPA.3399-4148-0180-84288,2018-08-05,1533498020,Charged,zenlte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,23.96,5.03,28.99,,,,BE
GPA.3371-1989-8077-85284,2018-08-05,1533498056,Charged,zenlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,BE
GPA.3357-0416-6181-73853,2018-08-05,1533498059,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,INR,220.34,39.66,260.00,Tamil Nadu,Delhi,110003,IN
GPA.3335-3368-2302-07164,2018-08-05,1533498130,Charged,zenlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,BE
GPA.3380-0436-1378-12158,2018-08-05,1533498146,Charged,zenlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,BE
GPA.3313-9261-6707-17949,2018-08-05,1533498567,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,830000,VN
GPA.3348-9365-6076-00262,2018-08-05,1533498630,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3317-0180-6001-77153,2018-08-05,1533498742,Charged,CPH1609,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",,,,VN
GPA.3319-6343-4537-93723,2018-08-05,1533498799,Charged,dream2lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,GBP,2.83,0.56,3.39,,,,GB
GPA.3329-1393-3999-20008,2018-08-05,1533498899,Charged,m2note,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,IDR,"139,000.00",0.00,"139,000.00",jakarta utara,DKI JAKARTA,14420,ID
GPA.3383-3160-6216-18555,2018-08-05,1533498926,Charged,dream2qltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,HKD,8.00,0.00,8.00,,-,999077,HK
GPA.3334-6598-6229-29570,2018-08-05,1533498953,Charged,dream2qltechn,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok4,HKD,38.00,0.00,38.00,,-,999077,HK
GPA.3307-2857-9940-74149,2018-08-05,1533499155,Charged,j7popeltemtr,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,USD,29.99,0.00,29.99,MIDDLETOWN,DE,19734,US
GPA.3381-2563-0488-21039,2018-08-05,1533499660,Charged,zenlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,BE
GPA.3314-8031-4136-58847,2018-08-05,1533499754,Charged,HWCLT,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3374-5153-8118-02190,2018-08-05,1533499782,Charged,HWCLT,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,PLN,33.33,7.66,40.99,,,,PL
GPA.3333-4985-5280-56668,2018-08-05,1533499937,Charged,E6853,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,,,38000,TR
GPA.3306-8548-5663-85852,2018-08-05,1533500034,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3341-7301-9828-91337,2018-08-05,1533500048,Charged,riva,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Dong Trieu,QUẢNG NINH,200000,VN
GPA.3384-5840-0993-43035,2018-08-05,1533500272,Charged,HWFIG-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,MXN,149.00,0.00,149.00,Temixco,MOR,62588,MX
GPA.3357-4049-8256-89623,2018-08-05,1533500320,Charged,E6853,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,,,38000,TR
GPA.3354-2231-9985-61448,2018-08-05,1533500364,Charged,riva,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",Dong Trieu,QUẢNG NINH,200000,VN
GPA.3312-5522-7595-52387,2018-08-05,1533500724,Charged,herolte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,NL
GPA.3388-4674-3971-42876,2018-08-05,1533500777,Charged,a8hplte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Bacolod City,NEGROS OCCIDENTAL,6100,PH
GPA.3396-8663-8103-99749,2018-08-05,1533500954,Charged,zerolte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,RUB,227.97,41.03,269.00,Полярные Зори,,184230,RU
GPA.3336-2149-5215-47950,2018-08-05,1533500996,Charged,A1601,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,THB,625.00,0.00,625.00,บางซื่อ,กรุงเทพมหานคร,10800,TH
GPA.3346-8159-3166-75432,2018-08-05,1533501005,Charged,zerolte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RUB,46.61,8.39,55.00,Полярные Зори,,184230,RU
GPA.3392-5126-5008-71414,2018-08-05,1533501089,Charged,HWCLT,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,EUR,6.29,1.20,7.49,,,,DE
GPA.3394-5446-8298-51413,2018-08-05,1533501197,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,GBP,2.83,0.56,3.39,,,,GB
GPA.3386-1640-9806-81427,2018-08-05,1533501268,Charged,gm5plus_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Bayrampaşa,İSTANBUL,34200,TR
GPA.3327-3544-1975-33540,2018-08-05,1533501398,Charged,hlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,,,93050,MY
GPA.3338-6123-1743-52901,2018-08-05,1533501423,Charged,CPH1819,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PHP,205.00,0.00,205.00,Iloilo,ILOILO,,PH
GPA.3318-2943-2125-67111,2018-08-05,1533501441,Charged,htc_m8,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,CAD,5.49,0.00,5.49,Brantford,ON,N3T 2S3,CA
GPA.3397-3411-6483-90831,2018-08-05,1533501469,Charged,greatqlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,CONCORD,NC,28027,US
GPA.3392-7455-5849-66348,2018-08-05,1533501554,Charged,herolte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.21,0.68,3.89,,,,NL
GPA.3302-4383-3599-11487,2018-08-05,1533501647,Charged,msm8625,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,47.00,Ph,,1115,CH
GPA.3307-3804-1654-79062,2018-08-05,1533501789,Charged,HWCOL,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,RUB,227.97,41.03,269.00,Королев,,141067,RU
GPA.3320-5075-6646-81402,2018-08-05,1533501802,Charged,HWCLT,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.36,4.63,28.99,,,,DE
GPA.3354-4508-8463-87957,2018-08-05,1533501971,Charged,ghost,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,USD,99.99,0.00,99.99,UNINCORPORATED,IL,61830,US
GPA.3302-4383-3599-11487,2018-08-05,1533501993,Refund,msm8625,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,-47.00,Ph,,1115,CH
GPA.3346-8529-3274-50135,2018-08-05,1533502032,Charged,mhn,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.91,1.58,9.49,,,,AT
GPA.3339-1728-6910-29075,2018-08-05,1533502260,Charged,HWSTF,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,SEK,63.20,15.80,79.00,,,,SE
GPA.3395-1733-4159-08103,2018-08-05,1533502369,Charged,TSP,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,PALMER,IA,50571,US
GPA.3320-9246-6583-54559,2018-08-05,1533502562,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3334-2214-1957-16473,2018-08-05,1533502764,Charged,olympus,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,47.00,Ph,,1115,CH
GPA.3334-2214-1957-16473,2018-08-05,1533502764,Refund,olympus,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,CHF,47.00,0.00,-47.00,Ph,,1115,CH
GPA.3339-5516-0775-99311,2018-08-05,1533503039,Charged,Y51,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,THB,125.00,0.00,125.00,สีคิ้ว,นครราชสีมา,30340,TH
GPA.3384-7862-8492-50182,2018-08-05,1533503113,Charged,CPH1729,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Sandakan,SABAH,90200,MY
GPA.3340-1668-9279-25285,2018-08-05,1533503113,Charged,herolte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3337-9194-6263-28462,2018-08-05,1533503142,Charged,Y51,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,THB,34.00,0.00,34.00,สีคิ้ว,นครราชสีมา,30340,TH
GPA.3325-0402-3823-75326,2018-08-05,1533503336,Charged,j7maxlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PKR,440.00,0.00,440.00,Karachi,,74600,PK
GPA.3387-8677-1382-26221,2018-08-05,1533503348,Charged,mido,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,UAH,25.99,0.00,25.99,Чоп,Закарпатська область,89500,UA
GPA.3341-7103-6183-40528,2018-08-05,1533503419,Charged,HWCOL,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3366-0636-2560-95599,2018-08-05,1533503533,Charged,grandprimeve3g,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PHP,205.00,0.00,205.00,Pampanga,,2013,PH
GPA.3396-4583-4202-46041,2018-08-05,1533504043,Charged,ysl,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,TRY,12.70,2.29,14.99,Kahta,ADIYAMAN,02400,TR
GPA.3372-4946-5202-60837,2018-08-05,1533504096,Charged,ysl,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Kahta,ADIYAMAN,02400,TR
GPA.3384-4339-0531-29212,2018-08-05,1533504190,Charged,dreamlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.24,0.65,3.89,,,,FR
GPA.3398-5767-2220-37336,2018-08-05,1533504227,Charged,dreamlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,EUR,6.24,1.25,7.49,,,,FR
GPA.3308-3361-3517-60040,2018-08-05,1533504344,Charged,MIX_2,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.91,0.18,1.09,,,,FR
GPA.3389-7397-3978-27796,2018-08-05,1533504446,Charged,hero2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.83,3.16,18.99,,,,FR
GPA.3388-7216-8700-83164,2018-08-05,1533504513,Charged,HWFIG-H,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,MXN,75.00,0.00,75.00,Temixco,MOR,62588,MX
GPA.3395-5577-5502-18198,2018-08-05,1533504853,Charged,PC-TE510BAL,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,JPY,420.00,0.00,420.00,,,274-0826,JP
GPA.3341-2269-6065-00106,2018-08-05,1533504886,Charged,ghost,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,konya,,42070,TR
GPA.3333-2191-5809-56761,2018-08-05,1533504949,Charged,mm1v,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.98,0.00,0.98,San Carlos,Buenos Aires,B1908,AR
GPA.3338-4521-2931-06915,2018-08-05,1533504995,Charged,tre3caltektt,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,RUB,227.97,41.03,269.00,Южно-Сахалинск,Сахалинская область,693000,RU
GPA.3356-3261-6565-75081,2018-08-05,1533505005,Charged,Bluboo_S1,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,BGN,79.16,15.83,94.99,,,,BG
GPA.3348-5994-0388-20382,2018-08-05,1533505250,Charged,herolte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.36,4.63,28.99,,,,DE
GPA.3378-4007-5755-00340,2018-08-05,1533505307,Charged,j7y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Aydin,AYDIN,09260,TR
GPA.3366-8055-2217-76506,2018-08-05,1533505627,Charged,PLE,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.96,3.03,18.99,,,,DE
GPA.3322-6248-6875-51882,2018-08-05,1533505630,Charged,greatlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3310-2107-6521-69233,2018-08-05,1533505644,Charged,j5lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Selçuklu,KONYA,42200,TR
GPA.3306-4870-4311-41439,2018-08-05,1533505708,Charged,herolte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,NL
GPA.3348-2798-3222-57904,2018-08-05,1533506448,Charged,HWANE,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,EUR,39.99,8.00,47.99,,,,AT
GPA.3386-6376-8903-92856,2018-08-05,1533506467,Charged,HWANE,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.16,4.83,28.99,,,,AT
GPA.3326-7227-6947-69554,2018-08-05,1533506491,Charged,HWANE,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.83,3.16,18.99,,,,AT
GPA.3381-3314-7562-98524,2018-08-05,1533506602,Charged,urd,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Indianapolis,IN,46221,US
GPA.3368-0190-8548-49936,2018-08-05,1533506810,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3392-5642-6317-55571,2018-08-05,1533506813,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3330-6134-3761-06061,2018-08-05,1533506828,Charged,j7y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Aydin,AYDIN,09260,TR
GPA.3398-3281-6398-81106,2018-08-05,1533506834,Charged,oxygen,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,Istanbul,,34295,TR
GPA.3338-6811-2785-90630,2018-08-05,1533506863,Charged,h1,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,N,,00025,TR
GPA.3389-1176-9123-28617,2018-08-05,1533506871,Charged,zeroflte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SEK,8.80,2.20,11.00,,,,SE
GPA.3372-3826-7057-86900,2018-08-05,1533506875,Charged,taimen,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3326-6318-0993-35386,2018-08-05,1533506923,Charged,dreamlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,SEK,164.00,41.00,205.00,,,,SE
GPA.3310-7610-0193-62000,2018-08-05,1533506953,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Merkez,TRABZON,61010,TR
GPA.3327-0444-4197-16867,2018-08-05,1533507146,Charged,p1,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,TRY,12.70,2.29,14.99,Manisa,EGE,45040,TR
GPA.3301-3096-1872-82353,2018-08-05,1533507160,Charged,ASUS_T00G,豪华礼盒 (三国志猛将召唤: 暗金武将强势来袭！),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnya8,TWD,257.00,13.00,270.00,,,241,TW
GPA.3361-7862-6484-41020,2018-08-05,1533507184,Charged,p1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Manisa,EGE,45040,TR
GPA.3350-0523-1740-51462,2018-08-05,1533507563,Charged,HWWAS-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,HRK,6.40,1.60,8.00,,,,HR
GPA.3338-6548-0806-44038,2018-08-05,1533507680,Charged,h1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3306-2197-3470-74504,2018-08-05,1533507696,Charged,HWPRA-H,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,Sultangazi,İSTANBUL,34034,TR
GPA.3307-4048-7866-67410,2018-08-05,1533507934,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3336-4307-6992-01660,2018-08-05,1533508023,Charged,dreamlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,USD,3.79,0.00,3.79,Jakarta,DKI JAKARTA,15154,ID
GPA.3345-7431-3361-35247,2018-08-05,1533508116,Charged,hlteatt,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3347-8551-5188-87700,2018-08-05,1533508157,Charged,dreamlte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,USD,94.53,0.00,94.53,Jakarta,DKI JAKARTA,15154,ID
GPA.3391-4458-1826-64855,2018-08-05,1533508281,Charged,GM6_d_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,İstanbul,K.CEKMECE,32000,TR
GPA.3332-7749-1733-07788,2018-08-05,1533508335,Charged,HWCLT,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.19,0.70,3.89,,,,IT
GPA.3383-5063-2269-05481,2018-08-05,1533508365,Charged,CPH1723,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3364-4817-7781-79459,2018-08-05,1533508487,Charged,gtexswifi,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PEN,12.99,0.00,12.99,Cusco,CUSCO,08802,PE
GPA.3383-5246-5430-97816,2018-08-05,1533508508,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3337-0814-7640-97468,2018-08-05,1533508523,Charged,dream2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,GBP,2.83,0.56,3.39,,,,GB
GPA.3310-3757-8902-70018,2018-08-05,1533508701,Charged,CPH1611,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,SGD,1.48,0.00,1.48,,,330094,SG
GPA.3373-1893-0199-68465,2018-08-05,1533508857,Charged,dream2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,GBP,7.07,1.42,8.49,,,,GB
GPA.3388-6990-4802-85242,2018-08-05,1533508871,Charged,HWBLN-H,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,CRC,"2,300.00",0.00,"2,300.00",San José,PURISCAL,,CR
GPA.3356-6052-4632-16428,2018-08-05,1533508885,Charged,shieldtablet,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,BE
GPA.3374-2755-1623-87258,2018-08-05,1533508922,Charged,dream2lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,BRL,24.99,0.00,24.99,São Paulo,SP,01511000,BR
GPA.3314-6666-7286-82106,2018-08-05,1533508925,Charged,cheryl,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,USD,19.99,0.00,19.99,EAST GULL LAKE,MN,56401,US
